id,mode,k,n,pruning_count,pruning_edges,local_decisions,local_base_count,local_valid_count,local_base_dim,local_valid_dim,base_is_affine_subspace,valid_is_affine_subspace,base_affine_hull_rank,valid_affine_hull_rank,full_base_stabilizer_rank,full_valid_stabilizer_rank,full_valid_rank_matches,edge_rule_base_generator_rank,edge_rule_valid_generator_rank,predicted_valid_by_edge_rule,edge_rule_rank_matches,edge_rule_rank_matches_full_valid,full_valid_stabilizer_in_edge_rule_span,violation_kernel_valid_rank,violation_kernel_valid_formula_rank,violation_kernel_formula_rank_matches_masks,predicted_valid_by_violation_kernel,violation_kernel_rank_matches,violation_kernel_rank_matches_full_valid,full_valid_stabilizer_in_violation_kernel_span,labelled_violation_kernel_valid_rank,labelled_violation_kernel_valid_formula_rank,labelled_violation_kernel_formula_rank_matches_masks,predicted_valid_by_labelled_violation_kernel,labelled_violation_kernel_rank_matches,labelled_violation_kernel_rank_matches_full_valid,full_valid_stabilizer_in_labelled_violation_kernel_span,graph_valid_span_rank,graph_valid_span_rank_matches,graph_valid_rank_matches_full_valid,decisions,fix_union,edge_rule_base_generators,edge_rule_valid_generators,edge_rule_valid_span_masks,violation_kernel_valid_masks,labelled_violation_kernel_valid_masks,full_valid_stabilizer_masks,base_cliques,base_clique_transitions,base_clique_overlaps,local_base_cliques,local_base_clique_transitions,local_base_clique_overlaps,local_base_clique_paths,local_base_clique_max_path
ddgp-p3-n10-0013,ddgp,2,10,3,1-7;2-8;4-6,5,32,1,5,0,True,True,5,0,5,0,True,5,0,1,True,True,True,2,2,True,4,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8}","{1,2,3,4,5,6,7,8}","{8}@{1,5}:base-clique;{8}@{1,5}:cone;{7}@{2,3}:base-clique;{7}@{2,3}:cone;{6}@{3,5}:base-clique;{6}@{3,5}:cone;{5,6,8}@{1,3}:base-clique;{5,6,8}@{1,3}:cone;{4}@{1,2}:base-clique;{4}@{1,2}:cone",,{},"{};{5};{4,6};{4,5,6}",{},{},6,4,10,6,4,10,5,2
ddgp-p3-n10-0014,ddgp,2,10,3,2-9;5-7;9-10,7,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{1,8}:base-clique;{10}@{1,8}:cone;{9}@{1,7}:base-clique;{9}@{1,7}:cone",,{},{},{},{},7,6,12,7,6,12,13,4
ddgp-p3-n10-0015,ddgp,2,10,3,3-5;4-8;5-10,5,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,7,8,10}","{1,2,3,4,5,7,8,10}","{10}@{1,4}:base-clique;{10}@{1,4}:cone;{8}@{5,7}:base-clique;{8}@{5,7}:cone;{5,7,8}@{2,4}:base-clique;{4,5,7,8,10}@{1,2}:base-clique;{4,5,7,8,10}@{1,2}:cone",,{},{};{4},{},{},6,4,9,6,4,9,6,2
ddgp-p3-n10-0016,ddgp,2,10,3,3-5;4-7;5-9,6,1,1,0,0,True,True,0,0,0,0,True,0,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9}","{1,2,3,4,5,6,7,8,9}",,,{},{},{},{},7,7,6,7,7,6,21,5
ddgp-p3-n10-0017,ddgp,2,10,3,1-5;2-9;4-10,5,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,7,9,10}","{1,2,3,4,5,7,9,10}","{10}@{3,9}:base-clique;{10}@{3,9}:cone;{4}@{1,2}:cone",,{},"{};{4,10}",{},{},4,3,2,4,3,2,5,2
ddgp-p3-n10-0018,ddgp,2,10,3,1-7;5-10;8-10,6,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,10}","{1,2,3,4,5,6,7,8,10}","{10}@{1,2}:base-clique;{10}@{1,2}:cone;{8}@{3,7}:base-clique;{8}@{3,7}:cone;{5}@{1,4}:base-clique;{5}@{1,4}:cone",,{},"{};{5,8,10}",{},{},6,5,8,6,5,8,9,3
ddgp-p3-n10-0019,ddgp,2,10,3,4-6;6-10;9-10,6,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,9,10}","{1,2,3,4,5,6,7,9,10}","{10}@{4,5}:base-clique;{10}@{4,5}:cone;{9}@{6,7}:base-clique;{9}@{6,7}:cone",,{},{},{},{},7,8,9,7,8,9,14,3
ddgp-p3-n10-0020,ddgp,2,10,3,1-4;3-5;6-9,6,2,1,1,0,True,True,1,0,1,0,True,1,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9}","{1,2,3,4,5,6,7,8,9}","{5}@{2,4}:base-clique;{5}@{2,4}:cone",,{},{},{},{},7,8,8,7,8,8,24,5
ddgp-p3-n10-0021,ddgp,2,10,3,2-9;4-7;6-9,6,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,2,2,True,4,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9}","{1,2,3,4,5,6,7,8,9}","{9}@{7,8}:base-clique;{9}@{7,8}:cone;{8,9}@{1,7}:base-clique;{8,9}@{1,7}:cone;{5,6,7,8,9}@{1,2}:base-clique;{5,6,7,8,9}@{1,2}:cone;{4}@{1,3}:base-clique;{4}@{1,3}:cone",,{},"{};{8};{4,5,6,7,9};{4,5,6,7,8,9}",{},{},7,5,11,7,5,11,13,4
ddgp-p3-n10-0022,ddgp,2,10,3,4-10;6-8;8-10,5,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,8,10}","{1,2,3,4,5,6,8,10}","{10}@{1,3}:base-clique;{10}@{1,3}:cone;{8}@{2,5}:base-clique;{8}@{2,5}:cone",,{},{},{},{},7,7,10,7,7,10,11,2
ddgp-p3-n10-0023,ddgp,2,10,3,1-6;1-7;5-10,5,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,10}","{1,2,3,4,5,6,7,10}","{10}@{2,6}:base-clique;{10}@{2,6}:cone;{6,10}@{2,4}:base-clique;{6,10}@{2,4}:cone;{5}@{1,2}:base-clique;{5}@{1,2}:cone;{4,6,7,10}@{2,3}:base-clique;{4,6,7,10}@{2,3}:cone",,{},"{};{5,10}",{},{},6,4,12,6,4,12,6,2
ddgp-p3-n10-0024,ddgp,2,10,3,1-5;2-8;3-4,4,16,2,4,1,True,True,4,1,4,1,True,4,1,2,True,True,True,1,1,True,2,True,True,True,1,1,True,2,True,True,True,1,True,True,"{4,5,7,8}","{1,2,3,4,5,7,8}","{8}@{1,7}:base-clique;{8}@{1,7}:cone;{7,8}@{1,2}:cone;{5}@{2,4}:base-clique;{5}@{2,4}:cone;{4,5}@{1,2}:cone;{4,5,7,8}@{1,2}:base-clique","{7,8}@{1,2}:cone","{};{7,8}","{};{7,8}","{};{7,8}","{};{7,8}",6,6,7,5,5,5,7,2
ddgp-p3-n10-0025,ddgp,2,10,3,2-9;3-4;6-10,6,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,8,9,10}","{1,2,3,4,5,6,8,9,10}","{10}@{4,5}:base-clique;{10}@{4,5}:cone;{9}@{4,8}:base-clique;{9}@{4,8}:cone",,{},{},{},{},7,8,10,7,8,10,14,3
ddgp-p3-n10-0026,ddgp,2,10,3,3-4;4-6;6-7,4,1,1,0,0,True,True,0,0,0,0,True,0,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7}","{1,2,3,4,5,6,7}",,,{},{},{},{},5,3,3,5,3,3,4,2
ddgp-p3-n10-0027,ddgp,2,10,3,1-8;4-8;7-9,6,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9}","{1,2,3,4,5,6,7,8,9}","{9}@{2,5}:base-clique;{9}@{2,5}:cone;{8}@{2,7}:base-clique;{8}@{2,7}:cone",,{},{},{},{},6,5,8,6,5,8,8,3
ddgp-p3-n10-0028,ddgp,2,10,3,3-6;6-10;7-8,7,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,2,2,True,4,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{3,9}:base-clique;{10}@{3,9}:cone;{9,10}@{2,3}:cone;{8}@{5,6}:base-clique;{8}@{5,6}:cone;{7}@{1,2}:cone",,{},"{};{9};{7,8};{7,8,9}",{},{},5,4,4,5,4,4,5,2
ddgp-p3-n10-0029,ddgp,2,10,3,1-6;3-8;7-8,5,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8}","{1,2,3,4,5,6,7,8}","{8}@{1,5}:base-clique;{8}@{1,5}:cone;{7}@{2,4}:base-clique;{7}@{2,4}:cone;{4,7}@{1,2}:base-clique;{4,7}@{1,2}:cone",,{},{};{4},{},{},6,4,7,6,4,7,5,2
ddgp-p3-n10-0030,ddgp,2,10,3,1-5;7-9;8-10,7,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{6,7}:base-clique;{10}@{6,7}:cone;{9}@{3,8}:base-clique;{9}@{3,8}:cone;{8,9}@{1,3}:cone;{5}@{2,3}:cone",,{},"{};{8,10}",{},{},5,4,6,5,4,6,5,2
ddgp-p3-n10-0031,ddgp,2,10,3,1-9;4-7;5-6,5,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,9}","{1,2,3,4,5,6,7,9}","{9}@{3,4}:base-clique;{9}@{3,4}:cone;{7}@{2,6}:base-clique;{7}@{2,6}:cone;{5}@{1,3}:base-clique;{5}@{1,3}:cone",,{},{},{},{},7,5,13,7,5,13,5,1
ddgp-p3-n10-0032,ddgp,2,10,3,2-6;2-7;6-10,4,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,6,7,10}","{1,2,3,4,6,7,10}","{10}@{1,3}:cone;{7}@{1,3}:cone;{7,10}@{1,3}:base-clique;{6}@{3,4}:base-clique;{6}@{3,4}:cone;{4,6}@{2,3}:base-clique;{4,6}@{2,3}:cone",,{},"{};{4,6,10}",{},{},4,3,4,3,1,3,1,1
ddgp-p3-n10-0033,ddgp,2,10,3,2-6;4-8;7-10,5,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,6,7,8,10}","{1,2,3,4,6,7,8,10}","{10}@{2,8}:base-clique;{10}@{2,8}:cone;{7}@{1,4}:base-clique;{7}@{1,4}:cone",,{},"{};{7,10}",{},{},6,5,7,6,5,7,7,2
ddgp-p3-n10-0034,ddgp,2,10,3,1-7;4-7;9-10,5,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,2,2,True,4,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,6,7,9,10}","{1,2,3,4,6,7,9,10}","{10}@{1,3}:cone;{9}@{1,4}:base-clique;{9}@{1,4}:cone;{7}@{2,6}:base-clique;{7}@{2,6}:cone;{6,7}@{2,3}:base-clique;{6,7}@{2,3}:cone",,{},"{};{9,10};{6};{6,9,10}",{},{},5,3,6,5,3,6,3,1
ddgp-p3-n10-0035,ddgp,2,10,3,2-5;7-10;8-9,7,32,1,5,0,True,True,5,0,5,0,True,5,0,1,True,True,True,2,2,True,4,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{2,6}:base-clique;{10}@{2,6}:cone;{9}@{1,7}:base-clique;{9}@{1,7}:cone;{8}@{1,4}:base-clique;{8}@{1,4}:cone;{6,10}@{2,4}:base-clique;{6,10}@{2,4}:cone;{5}@{1,3}:base-clique;{5}@{1,3}:cone",,{},"{};{8,9};{6};{6,8,9}",{},{},7,5,13,7,5,13,7,2
ddgp-p3-n10-0036,ddgp,2,10,3,1-9;3-10;5-9,4,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,9,10}","{1,2,3,4,5,9,10}","{10}@{1,5}:base-clique;{10}@{1,5}:cone;{9}@{3,4}:cone",,{},{},{},{},4,3,3,4,3,3,5,2
ddgp-p3-n10-0037,ddgp,2,10,3,1-4;2-10;4-9,6,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,8,9,10}","{1,2,3,4,5,6,8,9,10}","{10}@{6,8}:base-clique;{10}@{6,8}:cone;{9}@{1,2}:base-clique;{9}@{1,2}:cone;{6,8,10}@{3,5}:base-clique;{4,5,6,8,10}@{2,3}:base-clique;{4,5,6,8,10}@{2,3}:cone",,{},"{};{6,8}",{},{},6,4,8,6,4,8,8,3
ddgp-p3-n10-0038,ddgp,2,10,3,2-4;3-6;8-10,5,32,2,5,1,True,True,5,1,5,1,True,5,0,1,False,False,False,2,2,True,4,False,False,True,1,1,True,2,True,True,True,1,True,True,"{4,5,6,8,10}","{1,2,3,4,5,6,8,10}","{10}@{2,5}:base-clique;{10}@{2,5}:cone;{8}@{1,2}:cone;{6}@{1,2}:cone;{5,10}@{1,2}:cone;{5,6,8,10}@{1,2}:base-clique;{4}@{1,3}:base-clique;{4}@{1,3}:cone",,{},"{};{8,10};{5};{5,8,10}","{};{5,8,10}","{};{5,8,10}",5,3,6,4,1,5,1,1
ddgp-p3-n10-0039,ddgp,2,10,3,3-8;4-9;6-10,7,32,1,5,0,True,True,5,0,5,0,True,5,0,1,True,True,True,2,2,True,4,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{3,9}:base-clique;{10}@{3,9}:cone;{9,10}@{3,7}:base-clique;{9,10}@{3,7}:cone;{8}@{1,5}:base-clique;{8}@{1,5}:cone;{7,9,10}@{3,4}:base-clique;{7,9,10}@{3,4}:cone;{6}@{1,2}:base-clique;{6}@{1,2}:cone",,{},"{};{7,9};{6,10};{6,7,9,10}",{},{},7,5,11,7,5,11,9,3
ddgp-p3-n10-0040,ddgp,2,10,3,4-9;4-10;8-9,4,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,8,9,10}","{1,2,3,4,8,9,10}","{10}@{3,9}:base-clique;{10}@{3,9}:cone;{8}@{2,4}:base-clique;{8}@{2,4}:cone",,{},{},{},{},5,4,5,4,3,3,3,1
ddgp-p3-n10-0041,ddgp,2,10,3,1-9;4-6;6-7,6,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9}","{1,2,3,4,5,6,7,8,9}","{9}@{7,8}:base-clique;{9}@{7,8}:cone;{8,9}@{5,7}:base-clique;{8,9}@{5,7}:cone;{6}@{1,3}:cone;{4}@{1,3}:cone;{4,6}@{1,3}:base-clique",,{},{};{8},{},{},6,5,7,6,5,7,7,2
ddgp-p3-n10-0042,ddgp,2,10,3,1-6;2-6;3-10,6,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,10}","{1,2,3,4,5,6,7,8,10}","{10}@{1,8}:base-clique;{10}@{1,8}:cone;{4,5,6,7,8,10}@{1,3}:base-clique",,{},{},{},{},6,7,7,6,7,7,13,3
ddgp-p3-n10-0043,ddgp,2,10,3,1-6;4-8;4-9,5,2,1,1,0,True,True,1,0,1,0,True,1,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,8,9}","{1,2,3,4,5,6,8,9}","{4}@{1,3}:base-clique;{4}@{1,3}:cone",,{},{},{},{},6,5,6,6,5,6,8,2
ddgp-p3-n10-0044,ddgp,2,10,3,3-10;8-10;9-10,4,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,8,9,10}","{1,2,3,4,8,9,10}","{10}@{1,2}:cone;{9}@{1,2}:cone;{9,10}@{1,2}:base-clique;{8}@{3,4}:base-clique;{8}@{3,4}:cone",,{},{},{},{},5,2,8,5,2,8,2,1
ddgp-p3-n10-0045,ddgp,2,10,3,2-4;2-8;4-9,5,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,8,9}","{1,2,3,4,5,6,8,9}","{9}@{1,6}:base-clique;{9}@{1,6}:cone;{8}@{4,5}:cone;{4,5,6,8,9}@{1,3}:base-clique;{4,5,6,8,9}@{1,3}:cone",,{},{},{},{},6,7,9,6,7,9,18,3
ddgp-p3-n10-0046,ddgp,2,10,3,1-10;2-9;9-10,4,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,8,9,10}","{1,2,3,4,8,9,10}","{10}@{3,4}:base-clique;{10}@{3,4}:cone;{9}@{3,8}:base-clique;{9}@{3,8}:cone;{8,9}@{2,3}:base-clique;{8,9}@{2,3}:cone",,{},{},{},{},6,4,8,5,3,6,3,1
ddgp-p3-n10-0047,ddgp,2,10,3,1-7;1-8;5-8,5,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8}","{1,2,3,4,5,6,7,8}","{8}@{6,7}:base-clique;{8}@{6,7}:cone;{5}@{1,3}:cone",,{},{},{},{},5,5,3,4,3,3,4,2
ddgp-p3-n10-0048,ddgp,2,10,3,2-9;7-10;8-10,5,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,7,8,9,10}","{1,2,3,4,7,8,9,10}","{10}@{4,9}:base-clique;{10}@{4,9}:cone;{8}@{1,7}:base-clique;{8}@{1,7}:cone",,{},{},{},{},6,5,7,6,5,7,9,3
ddgp-p3-n10-0049,ddgp,2,10,3,2-10;6-8;8-10,6,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,10}","{1,2,3,4,5,6,7,8,10}","{10}@{5,6}:cone;{8}@{5,7}:base-clique;{8}@{5,7}:cone;{7,8}@{5,6}:cone;{7,8,10}@{5,6}:base-clique",,{},{},{},{},5,5,4,5,5,4,9,3
ddgp-p3-n10-0050,ddgp,2,10,3,3-9;6-10;7-8,7,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{1,9}:base-clique;{10}@{1,9}:cone;{7}@{1,5}:base-clique;{7}@{1,5}:cone",,{},{},{},{},7,6,8,7,6,8,13,4
ddgp-p3-n10-0051,ddgp,2,10,3,2-8;5-6;6-8,5,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8}","{1,2,3,4,5,6,7,8}","{8}@{1,7}:base-clique;{8}@{1,7}:cone;{5}@{2,3}:base-clique;{5}@{2,3}:cone",,{},{},{},{},6,4,8,6,4,8,9,3
ddgp-p3-n10-0052,ddgp,2,10,3,1-7;3-7;8-9,6,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9}","{1,2,3,4,5,6,7,8,9}","{9}@{5,7}:base-clique;{9}@{5,7}:cone;{8}@{2,6}:base-clique;{8}@{2,6}:cone;{7,9}@{4,5}:base-clique;{7,9}@{4,5}:cone",,{},"{};{8,9}",{},{},6,6,6,6,6,6,9,2
ddgp-p3-n10-0053,ddgp,2,10,3,1-10;2-7;3-10,5,2,1,1,0,True,True,1,0,1,0,True,1,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,7,8,10}","{1,2,3,4,5,7,8,10}","{10}@{4,8}:base-clique;{10}@{4,8}:cone",,{},{},{},{},6,6,5,6,6,5,12,3
ddgp-p3-n10-0054,ddgp,2,10,3,4-10;5-9;6-8,6,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,8,9,10}","{1,2,3,4,5,6,8,9,10}","{10}@{1,5}:base-clique;{10}@{1,5}:cone;{9}@{2,6}:base-clique;{9}@{2,6}:cone;{8}@{1,2}:cone",,{},{},{},{},6,4,8,6,4,8,8,3
ddgp-p3-n10-0055,ddgp,2,10,3,1-10;3-10;5-9,6,2,1,1,0,True,True,1,0,1,0,True,1,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,7,8,9,10}","{1,2,3,4,5,7,8,9,10}","{10}@{4,9}:base-clique;{10}@{4,9}:cone",,{},{},{},{},6,7,6,6,7,6,18,4
ddgp-p3-n10-0056,ddgp,2,10,3,1-7;1-8;4-9,6,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9}","{1,2,3,4,5,6,7,8,9}","{9}@{5,8}:base-clique;{9}@{5,8}:cone;{8,9}@{5,6}:base-clique;{8,9}@{5,6}:cone;{7}@{2,6}:base-clique;{7}@{2,6}:cone",,{},{},{},{},6,6,8,6,6,8,11,3
ddgp-p3-n10-0057,ddgp,2,10,3,2-7;2-8;8-10,6,16,1,4,0,True,True,4,0,4,0,True,4,0,1,True,True,True,2,2,True,4,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,7,8,9,10}","{1,2,3,4,5,7,8,9,10}","{10}@{2,9}:base-clique;{10}@{2,9}:cone;{9,10}@{1,2}:base-clique;{9,10}@{1,2}:cone;{8}@{3,7}:base-clique;{8}@{3,7}:cone;{4,5,7,8}@{2,3}:base-clique;{4,5,7,8}@{2,3}:cone",,{},"{};{9};{4,5,7,8,10};{4,5,7,8,9,10}",{},{},7,6,11,7,6,11,11,3
ddgp-p3-n10-0058,ddgp,2,10,3,2-4;4-9;4-10,7,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{7,8}:base-clique;{10}@{7,8}:cone;{9}@{2,6}:base-clique;{9}@{2,6}:cone",,{},{},{},{},7,8,7,7,8,7,22,4
ddgp-p3-n10-0059,ddgp,2,10,3,1-10;3-9;8-10,7,2,1,1,0,True,True,1,0,1,0,True,1,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{6,9}:base-clique;{10}@{6,9}:cone",,{},{},{},{},7,8,6,7,8,6,28,6
ddgp-p3-n10-0060,ddgp,2,10,3,3-10;4-5;6-7,5,2,1,1,0,True,True,1,0,1,0,True,1,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,10}","{1,2,3,4,5,6,7,10}","{10}@{2,7}:base-clique;{10}@{2,7}:cone",,{},{},{},{},7,6,10,7,6,10,8,2
ddgp-p3-n10-0061,ddgp,2,10,3,3-7;4-8;4-10,7,8,2,3,1,True,True,3,1,3,1,True,3,1,2,True,True,True,1,1,True,2,True,True,True,1,1,True,2,True,True,True,1,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{7,9}:base-clique;{10}@{7,9}:cone;{9,10}@{4,7}:base-clique;{9,10}@{4,7}:cone;{8}@{5,7}:base-clique;{8}@{5,7}:cone","{9,10}@{4,7}:base-clique;{9,10}@{4,7}:cone","{};{9,10}","{};{9,10}","{};{9,10}","{};{9,10}",7,10,8,7,10,8,33,5
ddgp-p3-n10-0062,ddgp,2,10,3,5-10;6-9;8-10,7,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{1,6}:base-clique;{10}@{1,6}:cone;{9}@{4,7}:base-clique;{9}@{4,7}:cone;{8}@{2,4}:base-clique;{8}@{2,4}:cone",,{},{},{},{},7,7,9,7,7,9,10,2
ddgp-p3-n10-0063,ddgp,2,10,3,1-9;2-9;6-7,4,4,1,2,0,True,True,2,0,2,0,True,2,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,6,7,9}","{1,2,3,4,6,7,9}","{9}@{3,6}:base-clique;{9}@{3,6}:cone;{6,9}@{3,4}:base-clique;{6,9}@{3,4}:cone",,{},{},{},{},6,4,8,6,4,8,6,2
ddgp-p3-n10-0064,ddgp,2,10,3,3-4;4-5;8-10,5,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,1,1,True,2,False,False,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,8,10}","{1,2,3,4,5,6,8,10}","{10}@{3,6}:base-clique;{10}@{3,6}:cone;{8}@{1,2}:cone;{4}@{1,2}:cone",,{},"{};{8,10}",{},{},5,5,4,4,3,3,4,2
ddgp-p3-n10-0065,ddgp,2,10,3,5-8;6-8;7-10,7,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,9,10}","{1,2,3,4,5,6,7,8,9,10}","{10}@{4,9}:base-clique;{10}@{4,9}:cone;{8}@{1,7}:base-clique;{8}@{1,7}:cone;{5}@{1,4}:base-clique;{5}@{1,4}:cone",,{},{},{},{},6,6,6,6,6,6,8,2
ddgp-p3-n10-0066,ddgp,2,10,3,2-8;4-6;7-10,6,8,1,3,0,True,True,3,0,3,0,True,3,0,1,True,True,True,0,0,True,1,True,True,True,0,0,True,1,True,True,True,0,True,True,"{4,5,6,7,8,10}","{1,2,3,4,5,6,7,8,10}","{10}@{2,4}:cone;{8}@{3,6}:base-clique;{8}@{3,6}:cone;{6,8}@{3,5}:base-clique;{6,8}@{3,5}:cone",,{},{},{},{},5,4,4,5,4,4,6,2
